client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms
1,0,0,1764876590266,1764876590266,0
1,1,1,1764876590317,1764876590317,0
1,2,2,1764876590368,1764876590368,0
1,3,3,1764876590419,1764876590419,0
1,4,4,1764876590469,1764876590469,0
1,5,5,1764876590519,1764876590519,0
1,6,6,1764876590570,1764876590570,0
1,7,7,1764876590621,1764876590621,0
1,8,8,1764876590671,1764876590671,0
1,9,9,1764876590722,1764876590722,0
1,10,10,1764876590773,1764876590773,0
1,11,11,1764876590823,1764876590823,0
1,12,12,1764876590874,1764876590874,0
1,13,13,1764876590925,1764876590925,0
1,14,14,1764876590975,1764876590975,0
1,15,15,1764876591026,1764876591026,0
1,16,16,1764876591077,1764876591077,0
1,17,17,1764876591127,1764876591127,0
1,18,18,1764876591177,1764876591177,0
1,19,19,1764876591228,1764876591228,0
1,20,20,1764876591279,1764876591279,0
1,21,21,1764876591330,1764876591330,0
1,22,22,1764876591380,1764876591380,0
1,23,23,1764876591430,1764876591430,0
1,24,24,1764876591481,1764876591481,0
1,25,25,1764876591531,1764876591531,0
1,26,26,1764876591582,1764876591582,0
1,27,27,1764876591632,1764876591632,0
1,28,28,1764876591683,1764876591683,0
1,29,29,1764876591733,1764876591733,0
1,30,30,1764876591784,1764876591784,0
1,31,31,1764876591835,1764876591835,0
2,31,31,1764876591835,1764876591835,0
1,32,32,1764876591885,1764876591885,0
2,32,32,1764876591885,1764876591885,0
1,33,33,1764876591936,1764876591936,0
2,33,33,1764876591936,1764876591936,0
1,34,34,1764876591987,1764876591987,0
2,34,34,1764876591987,1764876591987,0
1,35,35,1764876592038,1764876592038,0
2,35,35,1764876592038,1764876592038,0
1,36,36,1764876592088,1764876592088,0
2,36,36,1764876592088,1764876592088,0
1,37,37,1764876592139,1764876592139,0
2,37,37,1764876592139,1764876592139,0
1,38,38,1764876592190,1764876592190,0
2,38,38,1764876592190,1764876592190,0
1,39,39,1764876592241,1764876592241,0
2,39,39,1764876592241,1764876592241,0
1,40,40,1764876592292,1764876592292,0
2,40,40,1764876592292,1764876592292,0
1,41,41,1764876592343,1764876592343,0
2,41,41,1764876592343,1764876592343,0
1,42,42,1764876592394,1764876592394,0
2,42,42,1764876592394,1764876592394,0
1,43,43,1764876592445,1764876592445,0
2,43,43,1764876592445,1764876592445,0
1,44,44,1764876592495,1764876592495,0
2,44,44,1764876592496,1764876592496,0
1,45,45,1764876592546,1764876592546,0
2,45,45,1764876592547,1764876592547,0
1,46,46,1764876592597,1764876592597,0
2,46,46,1764876592597,1764876592597,0
1,47,47,1764876592648,1764876592648,0
2,47,47,1764876592648,1764876592648,0
1,48,48,1764876592699,1764876592699,0
2,48,48,1764876592699,1764876592699,0
1,49,49,1764876592750,1764876592750,0
2,49,49,1764876592751,1764876592751,0
1,50,50,1764876592801,1764876592801,0
2,50,50,1764876592802,1764876592802,0
1,51,51,1764876592852,1764876592852,0
2,51,51,1764876592852,1764876592852,0
1,52,52,1764876592903,1764876592903,0
2,52,52,1764876592903,1764876592903,0
1,53,53,1764876592954,1764876592954,0
2,53,53,1764876592954,1764876592954,0
1,54,54,1764876593005,1764876593005,0
2,54,54,1764876593005,1764876593005,0
1,55,55,1764876593056,1764876593056,0
2,55,55,1764876593056,1764876593056,0
1,56,56,1764876593107,1764876593107,0
2,56,56,1764876593107,1764876593107,0
1,57,57,1764876593157,1764876593157,0
2,57,57,1764876593158,1764876593158,0
1,58,58,1764876593208,1764876593208,0
2,58,58,1764876593209,1764876593209,0
1,59,59,1764876593259,1764876593259,0
2,59,59,1764876593260,1764876593260,0
1,60,60,1764876593310,1764876593310,0
2,60,60,1764876593310,1764876593310,0
1,61,61,1764876593361,1764876593361,0
2,61,61,1764876593361,1764876593361,0
1,62,62,1764876593412,1764876593412,0
2,62,62,1764876593412,1764876593412,0
1,63,63,1764876593463,1764876593463,0
2,63,63,1764876593463,1764876593463,0
1,64,64,1764876593514,1764876593514,0
2,64,64,1764876593514,1764876593514,0
1,65,65,1764876593564,1764876593564,0
2,65,65,1764876593565,1764876593565,0
1,66,66,1764876593615,1764876593615,0
2,66,66,1764876593615,1764876593615,0
1,67,67,1764876593666,1764876593666,0
2,67,67,1764876593667,1764876593667,0
1,68,68,1764876593717,1764876593717,0
2,68,68,1764876593717,1764876593717,0
1,69,69,1764876593768,1764876593768,0
2,69,69,1764876593768,1764876593768,0
1,70,70,1764876593819,1764876593819,0
2,70,70,1764876593819,1764876593819,0
1,71,71,1764876593870,1764876593870,0
2,71,71,1764876593870,1764876593870,0
1,72,72,1764876593920,1764876593920,0
2,72,72,1764876593921,1764876593921,0
1,73,73,1764876593972,1764876593972,0
2,73,73,1764876593972,1764876593972,0
1,74,74,1764876594023,1764876594023,0
2,74,74,1764876594023,1764876594023,0
1,75,75,1764876594073,1764876594073,0
2,75,75,1764876594073,1764876594073,0
1,76,76,1764876594124,1764876594124,0
2,76,76,1764876594125,1764876594125,0
1,77,77,1764876594175,1764876594175,0
2,77,77,1764876594175,1764876594175,0
1,78,78,1764876594226,1764876594226,0
2,78,78,1764876594226,1764876594226,0
1,79,79,1764876594277,1764876594277,0
2,79,79,1764876594277,1764876594277,0
1,80,80,1764876594327,1764876594327,0
2,80,80,1764876594328,1764876594328,0
1,81,81,1764876594378,1764876594378,0
2,81,81,1764876594378,1764876594378,0
1,82,82,1764876594429,1764876594429,0
2,82,82,1764876594429,1764876594429,0
1,83,83,1764876594480,1764876594480,0
2,83,83,1764876594480,1764876594480,0
1,84,84,1764876594531,1764876594531,0
2,84,84,1764876594531,1764876594531,0
1,85,85,1764876594582,1764876594582,0
2,85,85,1764876594582,1764876594582,0
1,86,86,1764876594633,1764876594633,0
2,86,86,1764876594633,1764876594633,0
1,87,87,1764876594684,1764876594684,0
2,87,87,1764876594684,1764876594684,0
1,88,88,1764876594734,1764876594734,0
2,88,88,1764876594735,1764876594735,0
1,89,89,1764876594785,1764876594785,0
2,89,89,1764876594786,1764876594786,0
1,90,90,1764876594836,1764876594836,0
2,90,90,1764876594836,1764876594836,0
1,91,91,1764876594887,1764876594887,0
2,91,91,1764876594887,1764876594887,0
1,92,92,1764876594937,1764876594937,0
2,92,92,1764876594938,1764876594938,0
1,93,93,1764876594988,1764876594988,0
2,93,93,1764876594988,1764876594988,0
1,94,94,1764876595039,1764876595039,0
2,94,94,1764876595039,1764876595039,0
1,95,95,1764876595090,1764876595090,0
2,95,95,1764876595090,1764876595090,0
1,96,96,1764876595140,1764876595140,0
2,96,96,1764876595140,1764876595140,0
1,97,97,1764876595191,1764876595191,0
2,97,97,1764876595191,1764876595191,0
1,98,98,1764876595242,1764876595242,0
2,98,98,1764876595242,1764876595242,0
1,99,99,1764876595293,1764876595293,0
2,99,99,1764876595293,1764876595293,0
1,100,100,1764876595343,1764876595343,0
2,100,100,1764876595344,1764876595344,0
1,101,101,1764876595394,1764876595394,0
2,101,101,1764876595394,1764876595394,0
1,102,102,1764876595445,1764876595445,0
2,102,102,1764876595445,1764876595445,0
1,103,103,1764876595496,1764876595496,0
2,103,103,1764876595496,1764876595496,0
1,104,104,1764876595547,1764876595547,0
2,104,104,1764876595547,1764876595547,0
1,105,105,1764876595598,1764876595598,0
2,105,105,1764876595598,1764876595598,0
1,106,106,1764876595648,1764876595648,0
2,106,106,1764876595649,1764876595649,0
1,107,107,1764876595699,1764876595699,0
2,107,107,1764876595700,1764876595700,0
1,108,108,1764876595750,1764876595750,0
2,108,108,1764876595750,1764876595750,0
1,109,109,1764876595801,1764876595801,0
2,109,109,1764876595801,1764876595801,0
1,110,110,1764876595852,1764876595852,0
2,110,110,1764876595852,1764876595852,0
1,111,111,1764876595903,1764876595903,0
2,111,111,1764876595903,1764876595903,0
1,112,112,1764876595954,1764876595954,0
2,112,112,1764876595954,1764876595954,0
1,113,113,1764876596005,1764876596005,0
2,113,113,1764876596005,1764876596005,0
1,114,114,1764876596056,1764876596056,0
2,114,114,1764876596056,1764876596056,0
1,115,115,1764876596107,1764876596107,0
2,115,115,1764876596107,1764876596107,0
1,116,116,1764876596158,1764876596158,0
2,116,116,1764876596158,1764876596158,0
1,117,117,1764876596208,1764876596208,0
2,117,117,1764876596209,1764876596209,0
1,118,118,1764876596259,1764876596259,0
2,118,118,1764876596260,1764876596260,0
1,119,119,1764876596310,1764876596310,0
2,119,119,1764876596310,1764876596310,0
1,120,120,1764876596361,1764876596361,0
2,120,120,1764876596361,1764876596361,0
1,121,121,1764876596411,1764876596411,0
2,121,121,1764876596412,1764876596412,0
1,122,122,1764876596463,1764876596463,0
2,122,122,1764876596463,1764876596463,0
1,123,123,1764876596513,1764876596513,0
2,123,123,1764876596514,1764876596514,0
1,124,124,1764876596565,1764876596565,0
2,124,124,1764876596565,1764876596565,0
1,125,125,1764876596615,1764876596615,0
2,125,125,1764876596616,1764876596616,0
1,126,126,1764876596666,1764876596666,0
2,126,126,1764876596666,1764876596666,0
1,127,127,1764876596717,1764876596717,0
2,127,127,1764876596717,1764876596717,0
1,128,128,1764876596768,1764876596768,0
2,128,128,1764876596768,1764876596768,0
1,129,129,1764876596818,1764876596818,0
2,129,129,1764876596819,1764876596819,0
1,130,130,1764876596869,1764876596869,0
2,130,130,1764876596870,1764876596870,0
1,131,131,1764876596920,1764876596920,0
2,131,131,1764876596920,1764876596920,0
1,132,132,1764876596971,1764876596971,0
2,132,132,1764876596971,1764876596971,0
1,133,133,1764876597022,1764876597022,0
2,133,133,1764876597022,1764876597022,0
1,134,134,1764876597073,1764876597073,0
2,134,134,1764876597073,1764876597073,0
1,135,135,1764876597123,1764876597123,0
2,135,135,1764876597123,1764876597123,0
1,136,136,1764876597174,1764876597174,0
2,136,136,1764876597174,1764876597174,0
1,137,137,1764876597225,1764876597225,0
2,137,137,1764876597225,1764876597225,0
1,138,138,1764876597276,1764876597276,0
2,138,138,1764876597276,1764876597276,0
1,139,139,1764876597327,1764876597327,0
2,139,139,1764876597327,1764876597327,0
1,140,140,1764876597377,1764876597377,0
2,140,140,1764876597378,1764876597378,0
1,141,141,1764876597428,1764876597428,0
2,141,141,1764876597429,1764876597429,0
1,142,142,1764876597480,1764876597480,0
2,142,142,1764876597480,1764876597480,0
1,143,143,1764876597531,1764876597531,0
2,143,143,1764876597531,1764876597531,0
