snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms
304,304,1764880498936,1764880498940,4,54
305,305,1764880498987,1764880498992,5,52
306,306,1764880499038,1764880499042,4,50
307,307,1764880499090,1764880499093,3,51
308,308,1764880499141,1764880499143,2,50
309,309,1764880499192,1764880499192,0,49
310,310,1764880499243,1764880499243,0,51
311,311,1764880499294,1764880499294,0,51
312,312,1764880499345,1764880499345,0,51
313,313,1764880499396,1764880499397,1,52
314,314,1764880499448,1764880499448,0,51
315,315,1764880499498,1764880499499,1,51
316,316,1764880499550,1764880499550,0,51
317,317,1764880499601,1764880499609,8,59
318,318,1764880499652,1764880499657,5,48
319,319,1764880499704,1764880499704,0,47
320,320,1764880499755,1764880499755,0,51
321,321,1764880499806,1764880499806,0,51
322,322,1764880499857,1764880499857,0,51
323,323,1764880499908,1764880499912,4,55
324,324,1764880499960,1764880499962,2,50
325,325,1764880500011,1764880500012,1,50
326,326,1764880500062,1764880500062,0,50
327,327,1764880500113,1764880500113,0,51
328,328,1764880500164,1764880500164,0,51
329,329,1764880500215,1764880500215,0,51
330,330,1764880500266,1764880500266,0,51
331,331,1764880500319,1764880500353,34,87
332,332,1764880500371,1764880500371,0,18
333,333,1764880500422,1764880500422,0,51
5,265,1764880496933,1764880496933,0,51
266,266,1764880496984,1764880496984,0,51
267,267,1764880497035,1764880497035,0,51
268,268,1764880497087,1764880497087,0,52
269,269,1764880497138,1764880497143,5,56
270,270,1764880497189,1764880497193,4,50
271,271,1764880497240,1764880497241,1,48
272,272,1764880497291,1764880497293,2,52
273,273,1764880497342,1764880497343,1,50
274,274,1764880497393,1764880497394,1,51
275,275,1764880497445,1764880497445,0,51
276,276,1764880497496,1764880497496,0,51
277,277,1764880497547,1764880497547,0,51
278,278,1764880497599,1764880497599,0,52
279,279,1764880497650,1764880497650,0,51
280,280,1764880497701,1764880497701,0,51
281,281,1764880497752,1764880497752,0,51
282,282,1764880497803,1764880497803,0,51
283,283,1764880497854,1764880497859,5,56
284,284,1764880497905,1764880497908,3,49
285,285,1764880497956,1764880497959,3,51
286,286,1764880498007,1764880498008,1,49
287,287,1764880498059,1764880498059,0,51
288,288,1764880498110,1764880498110,0,51
289,289,1764880498161,1764880498161,0,51
290,290,1764880498212,1764880498212,0,51
291,291,1764880498264,1764880498264,0,52
292,292,1764880498315,1764880498315,0,51
293,293,1764880498366,1764880498366,0,51
294,294,1764880498417,1764880498417,0,51
295,295,1764880498468,1764880498468,0,51
296,296,1764880498519,1764880498519,0,51
297,297,1764880498571,1764880498571,0,52
298,298,1764880498622,1764880498622,0,51
299,299,1764880498672,1764880498673,1,51
300,300,1764880498724,1764880498724,0,51
301,301,1764880498775,1764880498783,8,59
302,302,1764880498831,1764880498831,0,48
303,303,1764880498882,1764880498882,0,51
304,304,1764880498935,1764880498935,0,53
305,305,1764880498986,1764880498986,0,51
306,306,1764880499038,1764880499043,5,57
307,307,1764880499089,1764880499095,6,52
308,308,1764880499140,1764880499144,4,49
309,309,1764880499191,1764880499195,4,51
310,310,1764880499242,1764880499244,2,49
311,311,1764880499294,1764880499296,2,52
312,312,1764880499345,1764880499345,0,49
313,313,1764880499396,1764880499396,0,51
314,314,1764880499447,1764880499447,0,51
315,315,1764880499498,1764880499498,0,51
316,316,1764880499549,1764880499549,0,51
317,317,1764880499601,1764880499601,0,52
318,318,1764880499652,1764880499658,6,57
319,319,1764880499703,1764880499706,3,48
320,320,1764880499754,1764880499755,1,49
321,321,1764880499805,1764880499806,1,51
322,322,1764880499857,1764880499857,0,51
323,323,1764880499908,1764880499908,0,51
324,324,1764880499959,1764880499960,1,52
325,325,1764880500010,1764880500011,1,51
326,326,1764880500062,1764880500067,5,56
327,327,1764880500113,1764880500117,4,50
328,328,1764880500164,1764880500166,2,49
329,329,1764880500214,1764880500255,41,89
330,330,1764880500266,1764880500266,0,11
331,331,1764880500319,1764880500369,50,103
332,332,1764880500370,1764880500370,0,1
