client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms
1,107,107,1764882594276,1764882594276,0
2,107,107,1764882594276,1764882594276,0
1,108,108,1764882594327,1764882594327,0
2,108,108,1764882594327,1764882594327,0
1,109,109,1764882594378,1764882594378,0
2,109,109,1764882594378,1764882594378,0
1,110,110,1764882594429,1764882594429,0
2,110,110,1764882594430,1764882594430,0
1,111,111,1764882594481,1764882594480,0
2,111,111,1764882594481,1764882594481,0
1,112,112,1764882594531,1764882594531,0
2,112,112,1764882594532,1764882594532,0
1,113,113,1764882594582,1764882594582,0
2,113,113,1764882594583,1764882594583,0
1,114,114,1764882594634,1764882594634,0
2,114,114,1764882594635,1764882594635,0
1,115,115,1764882594686,1764882594686,0
2,115,115,1764882594686,1764882594686,0
1,116,116,1764882594736,1764882594736,0
2,116,116,1764882594737,1764882594737,0
1,117,117,1764882594788,1764882594788,0
2,117,117,1764882594788,1764882594788,0
1,118,118,1764882594839,1764882594839,0
2,118,118,1764882594839,1764882594839,0
1,119,119,1764882594890,1764882594890,0
2,119,119,1764882594890,1764882594890,0
1,120,120,1764882594941,1764882594941,0
2,120,120,1764882594942,1764882594942,0
1,121,121,1764882594992,1764882594992,0
2,121,121,1764882594993,1764882594993,0
1,122,122,1764882595043,1764882595043,0
2,122,122,1764882595044,1764882595044,0
1,123,123,1764882595095,1764882595095,0
2,123,123,1764882595095,1764882595095,0
1,124,124,1764882595145,1764882595145,0
2,124,124,1764882595146,1764882595146,0
1,125,125,1764882595197,1764882595197,0
2,125,125,1764882595198,1764882595197,0
1,126,126,1764882595248,1764882595248,0
2,126,126,1764882595249,1764882595249,0
1,127,127,1764882595299,1764882595299,0
2,127,127,1764882595300,1764882595300,0
1,128,128,1764882595351,1764882595351,0
2,128,128,1764882595351,1764882595351,0
1,129,129,1764882595402,1764882595402,0
2,129,129,1764882595403,1764882595403,0
1,130,130,1764882595453,1764882595453,0
2,130,130,1764882595454,1764882595454,0
1,131,131,1764882595505,1764882595505,0
2,131,131,1764882595505,1764882595505,0
1,132,132,1764882595556,1764882595556,0
2,132,132,1764882595556,1764882595556,0
1,133,133,1764882595607,1764882595607,0
2,133,133,1764882595607,1764882595607,0
1,134,134,1764882595658,1764882595658,0
2,134,134,1764882595659,1764882595659,0
1,135,135,1764882595709,1764882595709,0
2,135,135,1764882595710,1764882595710,0
1,136,136,1764882595760,1764882595760,0
2,136,136,1764882595761,1764882595761,0
1,137,137,1764882595812,1764882595812,0
2,137,137,1764882595812,1764882595812,0
1,138,138,1764882595862,1764882595862,0
2,138,138,1764882595863,1764882595863,0
1,139,139,1764882595914,1764882595914,0
2,139,139,1764882595915,1764882595915,0
1,140,140,1764882595965,1764882595965,0
2,140,140,1764882595966,1764882595966,0
1,141,141,1764882596017,1764882596017,0
2,141,141,1764882596017,1764882596017,0
1,142,142,1764882596068,1764882596068,0
2,142,142,1764882596068,1764882596068,0
1,143,143,1764882596119,1764882596119,0
2,143,143,1764882596119,1764882596119,0
1,144,144,1764882596171,1764882596171,0
2,144,144,1764882596171,1764882596171,0
1,145,145,1764882596222,1764882596222,0
2,145,145,1764882596222,1764882596222,0
1,146,146,1764882596273,1764882596273,0
2,146,146,1764882596273,1764882596273,0
1,147,147,1764882596324,1764882596324,0
2,147,147,1764882596324,1764882596324,0
1,148,148,1764882596375,1764882596375,0
2,148,148,1764882596375,1764882596375,0
1,149,149,1764882596426,1764882596426,0
2,149,149,1764882596426,1764882596426,0
1,150,150,1764882596477,1764882596477,0
2,150,150,1764882596478,1764882596478,0
1,151,151,1764882596529,1764882596529,0
2,151,151,1764882596529,1764882596529,0
1,152,152,1764882596580,1764882596580,0
2,152,152,1764882596580,1764882596580,0
1,153,153,1764882596630,1764882596630,0
2,153,153,1764882596631,1764882596631,0
1,154,154,1764882596682,1764882596681,0
2,154,154,1764882596682,1764882596682,0
1,155,155,1764882596733,1764882596733,0
2,155,155,1764882596733,1764882596733,0
1,156,156,1764882596784,1764882596784,0
2,156,156,1764882596784,1764882596784,0
1,157,157,1764882596835,1764882596835,0
2,157,157,1764882596835,1764882596835,0
1,158,158,1764882596886,1764882596886,0
2,158,158,1764882596886,1764882596886,0
1,159,159,1764882596937,1764882596937,0
2,159,159,1764882596937,1764882596937,0
1,160,160,1764882596988,1764882596988,0
2,160,160,1764882596988,1764882596988,0
1,161,161,1764882597040,1764882597040,0
2,161,161,1764882597041,1764882597041,0
1,162,162,1764882597092,1764882597092,0
2,162,162,1764882597092,1764882597092,0
1,163,163,1764882597143,1764882597143,0
2,163,163,1764882597143,1764882597143,0
1,164,164,1764882597194,1764882597194,0
2,164,164,1764882597194,1764882597194,0
1,165,165,1764882597245,1764882597245,0
2,165,165,1764882597246,1764882597246,0
1,166,166,1764882597297,1764882597297,0
2,166,166,1764882597297,1764882597297,0
1,167,167,1764882597348,1764882597348,0
2,167,167,1764882597348,1764882597348,0
1,168,168,1764882597399,1764882597399,0
2,168,168,1764882597399,1764882597399,0
1,169,169,1764882597450,1764882597450,0
2,169,169,1764882597450,1764882597450,0
1,170,170,1764882597501,1764882597501,0
2,170,170,1764882597501,1764882597501,0
1,171,171,1764882597552,1764882597552,0
2,171,171,1764882597552,1764882597552,0
1,172,172,1764882597603,1764882597603,0
2,172,172,1764882597603,1764882597603,0
1,173,173,1764882597654,1764882597654,0
2,173,173,1764882597654,1764882597654,0
1,174,174,1764882597705,1764882597705,0
2,174,174,1764882597705,1764882597705,0
1,175,175,1764882597756,1764882597756,0
2,175,175,1764882597757,1764882597757,0
1,176,176,1764882597807,1764882597807,0
2,176,176,1764882597808,1764882597808,0
1,177,177,1764882597858,1764882597858,0
2,177,177,1764882597859,1764882597859,0
1,178,178,1764882597910,1764882597910,0
2,178,178,1764882597910,1764882597910,0
1,179,179,1764882597961,1764882597961,0
2,179,179,1764882597961,1764882597961,0
1,180,180,1764882598012,1764882598012,0
2,180,180,1764882598013,1764882598013,0
1,181,181,1764882598063,1764882598063,0
2,181,181,1764882598063,1764882598063,0
1,182,182,1764882598114,1764882598114,0
2,182,182,1764882598114,1764882598114,0
1,183,183,1764882598165,1764882598165,0
2,183,183,1764882598166,1764882598166,0
1,184,184,1764882598216,1764882598216,0
2,184,184,1764882598216,1764882598216,0
1,185,185,1764882598267,1764882598267,0
2,185,185,1764882598267,1764882598267,0
1,186,186,1764882598318,1764882598318,0
2,186,186,1764882598319,1764882598319,0
1,187,187,1764882598369,1764882598369,0
2,187,187,1764882598370,1764882598370,0
1,188,188,1764882598420,1764882598420,0
2,188,188,1764882598420,1764882598420,0
1,189,189,1764882598471,1764882598471,0
2,189,189,1764882598472,1764882598472,0
1,190,190,1764882598523,1764882598523,0
2,190,190,1764882598523,1764882598523,0
1,191,191,1764882598573,1764882598573,0
2,191,191,1764882598574,1764882598574,0
1,192,192,1764882598625,1764882598625,0
2,192,192,1764882598625,1764882598625,0
1,193,193,1764882598675,1764882598675,0
2,193,193,1764882598676,1764882598676,0
1,194,194,1764882598726,1764882598726,0
2,194,194,1764882598727,1764882598727,0
1,195,195,1764882598778,1764882598778,0
2,195,195,1764882598778,1764882598778,0
1,196,196,1764882598829,1764882598829,0
2,196,196,1764882598829,1764882598829,0
1,197,197,1764882598880,1764882598880,0
2,197,197,1764882598880,1764882598880,0
1,198,198,1764882598940,1764882598940,0
2,198,198,1764882598941,1764882598941,0
1,199,199,1764882598992,1764882598992,0
2,199,199,1764882598992,1764882598992,0
1,200,200,1764882599043,1764882599043,0
2,200,200,1764882599043,1764882599043,0
1,201,201,1764882599094,1764882599094,0
2,201,201,1764882599094,1764882599094,0
1,202,202,1764882599145,1764882599145,0
2,202,202,1764882599146,1764882599146,0
1,203,203,1764882599197,1764882599197,0
2,203,203,1764882599197,1764882599197,0
1,204,204,1764882599248,1764882599248,0
2,204,204,1764882599248,1764882599248,0
1,205,205,1764882599299,1764882599299,0
2,205,205,1764882599299,1764882599299,0
1,206,206,1764882599350,1764882599350,0
2,206,206,1764882599350,1764882599350,0
1,207,207,1764882599401,1764882599401,0
2,207,207,1764882599401,1764882599401,0
1,208,208,1764882599452,1764882599452,0
2,208,208,1764882599453,1764882599453,0
1,209,209,1764882599504,1764882599504,0
2,209,209,1764882599504,1764882599504,0
1,210,210,1764882599555,1764882599555,0
2,210,210,1764882599555,1764882599555,0
1,211,211,1764882599606,1764882599606,0
2,211,211,1764882599606,1764882599606,0
1,212,212,1764882599657,1764882599657,0
2,212,212,1764882599658,1764882599658,0
1,213,213,1764882599709,1764882599709,0
2,213,213,1764882599709,1764882599709,0
1,214,214,1764882599760,1764882599760,0
2,214,214,1764882599760,1764882599760,0
1,215,215,1764882599811,1764882599811,0
2,215,215,1764882599812,1764882599812,0
1,216,216,1764882599862,1764882599862,0
2,216,216,1764882599863,1764882599863,0
1,217,217,1764882599914,1764882599914,0
2,217,217,1764882599914,1764882599914,0
1,218,218,1764882599965,1764882599965,0
2,218,218,1764882599965,1764882599965,0
1,219,219,1764882600016,1764882600016,0
2,219,219,1764882600016,1764882600016,0
1,220,220,1764882600067,1764882600067,0
2,220,220,1764882600067,1764882600067,0
1,221,221,1764882600119,1764882600119,0
2,221,221,1764882600119,1764882600119,0
1,222,222,1764882600170,1764882600170,0
2,222,222,1764882600170,1764882600170,0
1,223,223,1764882600221,1764882600221,0
2,223,223,1764882600221,1764882600221,0
1,224,224,1764882600272,1764882600272,0
2,224,224,1764882600272,1764882600272,0
1,225,225,1764882600323,1764882600323,0
2,225,225,1764882600323,1764882600323,0
1,226,226,1764882600374,1764882600374,0
2,226,226,1764882600374,1764882600374,0
1,227,227,1764882600425,1764882600425,0
2,227,227,1764882600426,1764882600426,0
1,228,228,1764882600478,1764882600478,0
2,228,228,1764882600478,1764882600478,0
1,229,229,1764882600529,1764882600529,0
2,229,229,1764882600529,1764882600529,0
1,230,230,1764882600580,1764882600580,0
2,230,230,1764882600581,1764882600581,0
1,231,231,1764882600631,1764882600631,0
2,231,231,1764882600632,1764882600632,0
1,232,232,1764882600683,1764882600683,0
2,232,232,1764882600683,1764882600683,0
1,233,233,1764882600734,1764882600734,0
2,233,233,1764882600735,1764882600735,0
1,234,234,1764882600786,1764882600786,0
2,234,234,1764882600786,1764882600786,0
1,235,235,1764882600836,1764882600836,0
2,235,235,1764882600837,1764882600837,0
1,236,236,1764882600887,1764882600887,0
2,236,236,1764882600888,1764882600888,0
1,237,237,1764882600938,1764882600938,0
2,237,237,1764882600939,1764882600939,0
1,238,238,1764882600990,1764882600990,0
2,238,238,1764882600990,1764882600990,0
1,239,239,1764882601041,1764882601041,0
2,239,239,1764882601041,1764882601041,0
1,240,240,1764882601092,1764882601092,0
2,240,240,1764882601092,1764882601092,0
1,241,241,1764882601143,1764882601143,0
2,241,241,1764882601144,1764882601144,0
1,242,242,1764882601195,1764882601195,0
2,242,242,1764882601195,1764882601195,0
1,243,243,1764882601246,1764882601246,0
2,243,243,1764882601246,1764882601246,0
1,244,244,1764882601297,1764882601297,0
2,244,244,1764882601297,1764882601297,0
1,245,245,1764882601348,1764882601348,0
2,245,245,1764882601348,1764882601348,0
1,246,246,1764882601399,1764882601399,0
2,246,246,1764882601399,1764882601399,0
1,247,247,1764882601450,1764882601450,0
2,247,247,1764882601451,1764882601451,0
1,248,248,1764882601501,1764882601501,0
2,248,248,1764882601502,1764882601502,0
1,249,249,1764882601552,1764882601552,0
2,249,249,1764882601553,1764882601553,0
1,250,250,1764882601603,1764882601603,0
2,250,250,1764882601604,1764882601604,0
1,251,251,1764882601655,1764882601655,0
2,251,251,1764882601655,1764882601655,0
1,252,252,1764882601706,1764882601706,0
2,252,252,1764882601706,1764882601706,0
1,253,253,1764882601757,1764882601757,0
2,253,253,1764882601757,1764882601757,0
1,254,254,1764882601808,1764882601808,0
2,254,254,1764882601809,1764882601809,0
1,255,255,1764882601860,1764882601860,0
2,255,255,1764882601860,1764882601860,0
1,256,256,1764882601911,1764882601911,0
2,256,256,1764882601911,1764882601911,0
1,257,257,1764882601962,1764882601962,0
2,257,257,1764882601962,1764882601962,0
1,258,258,1764882602013,1764882602013,0
2,258,258,1764882602013,1764882602013,0
1,259,259,1764882602064,1764882602064,0
2,259,259,1764882602065,1764882602065,0
1,260,260,1764882602116,1764882602116,0
2,260,260,1764882602116,1764882602116,0
1,261,261,1764882602167,1764882602167,0
2,261,261,1764882602168,1764882602168,0
1,262,262,1764882602218,1764882602218,0
2,262,262,1764882602219,1764882602219,0
1,263,263,1764882602269,1764882602269,0
2,263,263,1764882602270,1764882602270,0
1,264,264,1764882602321,1764882602321,0
2,264,264,1764882602321,1764882602321,0
1,265,265,1764882602372,1764882602372,0
2,265,265,1764882602372,1764882602372,0
1,266,266,1764882602423,1764882602423,0
2,266,266,1764882602423,1764882602423,0
1,267,267,1764882602474,1764882602474,0
2,267,267,1764882602474,1764882602474,0
1,268,268,1764882602525,1764882602525,0
2,268,268,1764882602525,1764882602525,0
1,269,269,1764882602576,1764882602576,0
2,269,269,1764882602576,1764882602576,0
1,270,270,1764882602627,1764882602627,0
2,270,270,1764882602627,1764882602627,0
1,271,271,1764882602679,1764882602679,0
2,271,271,1764882602679,1764882602679,0
1,272,272,1764882602730,1764882602730,0
2,272,272,1764882602731,1764882602731,0
1,273,273,1764882602782,1764882602782,0
2,273,273,1764882602782,1764882602782,0
1,274,274,1764882602833,1764882602833,0
2,274,274,1764882602833,1764882602833,0
1,275,275,1764882602884,1764882602884,0
2,275,275,1764882602885,1764882602885,0
1,276,276,1764882602936,1764882602936,0
2,276,276,1764882602936,1764882602936,0
1,277,277,1764882602986,1764882602986,0
2,277,277,1764882602987,1764882602987,0
1,278,278,1764882603038,1764882603038,0
2,278,278,1764882603038,1764882603038,0
1,279,279,1764882603089,1764882603089,0
2,279,279,1764882603089,1764882603089,0
1,280,280,1764882603140,1764882603140,0
2,280,280,1764882603140,1764882603140,0
1,281,281,1764882603191,1764882603191,0
2,281,281,1764882603191,1764882603191,0
1,282,282,1764882603242,1764882603242,0
2,282,282,1764882603242,1764882603242,0
1,283,283,1764882603293,1764882603293,0
2,283,283,1764882603294,1764882603294,0
1,284,284,1764882603345,1764882603345,0
2,284,284,1764882603345,1764882603345,0
1,285,285,1764882603396,1764882603396,0
2,285,285,1764882603396,1764882603396,0
1,286,286,1764882603447,1764882603447,0
2,286,286,1764882603448,1764882603448,0
1,287,287,1764882603498,1764882603498,0
2,287,287,1764882603499,1764882603499,0
1,288,288,1764882603550,1764882603550,0
2,288,288,1764882603550,1764882603550,0
1,289,289,1764882603601,1764882603601,0
2,289,289,1764882603601,1764882603601,0
1,290,290,1764882603652,1764882603652,0
2,290,290,1764882603652,1764882603652,0
1,291,291,1764882603703,1764882603703,0
2,291,291,1764882603704,1764882603704,0
1,292,292,1764882603754,1764882603754,0
2,292,292,1764882603755,1764882603755,0
1,293,293,1764882603807,1764882603807,0
2,293,293,1764882603815,1764882603815,0
1,294,294,1764882603866,1764882603866,0
2,294,294,1764882603867,1764882603867,0
1,295,295,1764882603918,1764882603918,0
2,295,295,1764882603918,1764882603918,0
1,296,296,1764882603969,1764882603969,0
2,296,296,1764882603969,1764882603969,0
1,297,297,1764882604020,1764882604020,0
2,297,297,1764882604020,1764882604020,0
1,298,298,1764882604071,1764882604071,0
2,298,298,1764882604071,1764882604071,0
1,299,299,1764882604122,1764882604122,0
2,299,299,1764882604123,1764882604123,0
